equip,start,end,qty
ав 760 Й1,2023-05-25 02:27:52.940494,2023-05-25 08:50:52.389669,465.5738173743079
ав 760 Й5,2023-04-16 06:44:58.501457,2023-04-16 12:16:25.328886,507.8571581683926
ав 760 Й1,2023-06-08 23:09:32.080844,2023-06-09 05:44:52.223578,475.8315897831216
ав 760 Й5,2023-05-04 21:41:35.725364,2023-05-05 03:08:52.746817,462.3500547531746
ав 760 Й1,2023-04-18 14:18:01.264875,2023-04-18 20:06:57.780956,468.9878329227439
ав 760 Й5,2023-07-30 14:45:38.604134,2023-07-30 20:04:42.243546,518.3523565609045
ав 760 Й5,2023-06-20 18:37:10.617286,2023-06-20 23:52:32.488529,493.58238682564286
ав 760 Й3,2023-08-21 09:50:51.943245,2023-08-21 15:33:02.206484,493.13037392019623
ав 760 Й3,2023-06-24 05:15:51.678190,2023-06-24 10:31:47.308658,521.3408826850481
ав 760 Й1,2023-01-27 00:05:43.285367,2023-01-27 05:32:00.563969,516.8136352653503
ав 760 Й5,2023-09-14 08:39:40.425525,2023-09-14 14:15:57.878464,503.3329595515429
ав 760 Й3,2023-06-30 04:20:24.108457,2023-06-30 09:32:47.734794,520.0103337504918
ав 760 Й3,2023-01-17 12:55:40.708225,2023-01-17 19:42:40.698837,523.3970612758134
ав 760 Й5,2023-05-30 19:46:08.951014,2023-05-31 02:18:26.325846,494.49192040469336
ав 760 Й3,2023-02-16 18:15:25.666754,2023-02-16 23:36:21.132989,
ав 760 Й1,2023-03-07 00:50:11.063919,2023-03-07 07:05:21.203035,507.6716730871968
ав 760 Й1,2023-10-28 21:23:18.985340,2023-10-29 02:56:46.088303,454.60310873073735
ав 760 Й1,2023-11-11 05:53:50.602291,2023-11-11 11:57:40.548501,477.0465740772622
ав 760 Й1,2023-10-15 18:10:38.416708,2023-10-15 23:18:24.639334,518.1421050828549
ав 760 Й1,2023-08-22 03:39:26.301310,2023-08-21 20:07:13.616096,468.6434302248507
ав 760 Й3,2023-12-11 14:28:46.072370,2023-12-11 19:47:35.489765,515.8423851957267
ав 760 Й1,2023-07-29 03:21:19.937694,2023-07-28 20:42:58.718216,495.34922697184345
ав 760 Й5,2023-05-06 13:32:55.606929,2023-05-06 20:28:45.207345,492.210455232422
ав 760 Й5,2023-09-22 22:03:05.492120,2023-09-23 03:22:11.680340,514.4829043987822
ав 760 Й5,2023-01-05 18:43:03.724847,2023-01-06 00:11:54.466252,507.897418131691
ав 760 Й1,2023-01-15 05:49:49.128339,2023-01-15 11:35:07.785903,470.9379043705275
ав 760 Й1,2023-03-20 05:03:11.445735,2023-03-20 10:35:12.638941,518.4949726894739
ав 760 Й1,2023-01-27 17:39:11.521394,2023-01-27 23:00:08.839906,524.0774800181362
ав 760 Й5,2023-11-29 03:46:33.131814,2023-11-29 09:37:21.953451,526.7445273340629
ав 760 Й5,2023-10-10 06:50:46.038259,2023-10-10 13:12:07.396367,484.68251825831817
ав 760 Й3,2023-11-24 16:31:57.076586,2023-11-24 23:23:19.515932,494.5717130467104
ав 760 Й5,2023-04-27 04:24:34.084602,2023-04-27 09:51:12.798542,501.4456760659291
ав 760 Й5,2023-08-06 14:48:52.298613,2023-08-06 21:05:39.325337,458.9023050638651
ав 760 Й1,2023-04-18 04:35:52.662856,2023-04-18 11:28:05.089737,512.705583866758
ав 760 Й3,2023-06-23 20:41:06.308799,2023-06-24 02:31:21.857168,515.6201877927818
ав 760 Й3,2023-11-19 19:49:55.955800,2023-11-20 01:41:07.660296,514.7362479168452
ав 760 Й5,2023-09-12 14:00:58.573531,2023-09-12 20:00:41.737819,464.8818375401453
ав 760 Й3,2023-05-11 00:39:03.839680,2023-05-11 06:06:46.783678,464.4024137903287
ав 760 Й3,2023-05-01 10:19:43.338922,2023-05-01 15:55:12.842189,487.79804002562156
ав 760 Й1,2023-03-04 03:54:10.679450,2023-03-04 10:53:36.315089,542.2330491632815
ав 760 Й5,2023-06-30 16:03:40.768384,2023-06-30 22:07:37.830518,504.7795341033928
ав 760 Й1,2023-08-05 20:35:30.431505,2023-08-06 02:42:26.324066,474.3442971379059
ав 760 Й3,2023-02-13 22:16:58.783318,2023-02-14 03:42:22.549179,524.9790004386477
ав 760 Й1,2023-06-26 21:15:28.094242,2023-06-27 03:40:32.341015,517.8708563077223
ав 760 Й1,2023-02-27 13:04:54.001016,2023-02-27 08:59:59.118059,469.296021822571
ав 760 Й3,2023-01-04 06:35:25.660976,2023-01-04 11:49:09.034639,496.0359762116556
ав 760 Й3,2023-02-23 03:16:04.273438,2023-02-23 09:55:25.435077,526.4350391584604
ав 760 Й5,2023-12-26 12:47:22.594389,2023-12-26 18:09:50.280635,489.77335742511167
ав 760 Й1,2023-03-13 17:42:47.789189,2023-03-14 00:07:35.046025,472.0269180438206
ав 760 Й5,2023-11-04 14:15:05.153944,2023-11-04 20:53:02.251054,470.4396507592635
ав 760 Й3,2023-01-18 22:58:16.828715,2023-01-19 05:29:06.316347,478.5308937156658
ав 760 Й3,2023-01-10 13:39:23.491131,2023-01-10 18:53:02.956020,500.2625009273384
ав 760 Й1,2023-03-09 12:51:29.693858,2023-03-09 19:40:29.531500,510.15129455006803
ав 760 Й1,2023-08-30 10:33:11.639559,2023-08-30 15:35:46.092228,466.3605757193793
ав 760 Й5,2023-02-22 05:21:57.353555,2023-02-22 10:50:34.180437,496.99792339513664
ав 760 Й5,2023-08-31 13:12:53.253542,2023-08-31 19:06:29.217964,499.8170908684896
ав 760 Й5,2023-01-18 20:11:56.492836,2023-01-19 01:57:03.003038,504.12393687929546
ав 760 Й5,2023-03-05 13:22:09.933109,2023-03-05 19:21:46.525258,462.0713142536616
ав 760 Й3,2023-03-22 17:01:19.052221,2023-03-22 09:44:36.894357,508.5692701994642
ав 760 Й5,2023-05-29 17:22:28.841946,2023-05-29 23:27:21.843016,521.7235095193561
ав 760 Й1,2023-01-28 01:55:53.298446,2023-01-27 20:39:30.702045,446.98822470506605
ав 760 Й5,2023-07-07 19:33:41.102206,2023-07-07 13:58:57.089278,486.39789445568545
ав 760 Й3,2023-03-16 08:26:57.704645,2023-03-16 14:51:24.097494,488.79074674190133
ав 760 Й1,2023-09-01 12:26:05.505614,2023-09-01 19:06:00.019803,463.9454434223058
ав 760 Й3,2023-05-08 13:02:05.552104,2023-05-08 19:12:28.623380,493.18470614017514
ав 760 Й1,2023-08-03 02:44:44.302764,2023-08-03 07:45:19.618464,463.386757701418
ав 760 Й3,2023-11-22 04:05:58.169566,2023-11-22 10:08:23.478395,481.99050010411725
ав 760 Й3,2023-11-21 02:56:49.550345,2023-11-21 09:42:00.556492,529.5250085825963
ав 760 Й5,2023-01-12 07:19:44.174028,2023-01-12 12:53:34.529099,465.0367526104245
ав 760 Й1,2023-04-12 01:43:26.894755,2023-04-12 07:38:16.388140,
ав 760 Й5,2023-05-26 21:34:17.545507,2023-05-27 03:39:16.130822,489.22949237958227
ав 760 Й5,2023-01-25 13:51:30.821449,2023-01-25 19:34:24.698923,533.117539160716
ав 760 Й3,2023-05-12 02:32:44.884266,2023-05-12 07:42:19.526719,472.8510683020201
ав 760 Й3,2023-03-06 10:44:40.219184,2023-03-06 15:57:12.640609,506.5813489521768
ав 760 Й5,2023-09-26 04:06:15.049966,2023-09-26 10:20:35.903868,513.2521840774414
ав 760 Й5,2023-10-08 21:24:32.711233,2023-10-09 03:47:21.995103,528.455576942254
ав 760 Й1,2023-07-22 14:30:24.459020,2023-07-22 21:06:42.067694,528.8939520598884
ав 760 Й3,2023-12-10 04:17:52.503970,2023-12-10 09:58:26.996075,469.92291111868
ав 760 Й1,2023-12-28 01:50:42.905525,2023-12-28 08:20:14.860271,485.90967533394553
ав 760 Й3,2023-11-20 11:12:07.906003,2023-11-20 16:25:31.030238,479.03536499623385
ав 760 Й3,2023-07-15 13:06:52.251697,2023-07-15 19:06:24.938195,506.0020190395835
ав 760 Й5,2023-10-20 11:09:51.312145,2023-10-20 17:21:29.963100,490.9474240624376
ав 760 Й5,2023-12-13 03:26:46.048061,2023-12-13 09:55:23.416235,491.4536875996245
ав 760 Й1,2023-04-04 14:03:39.999392,2023-04-04 19:54:12.727678,467.17482258125744
ав 760 Й5,2023-07-06 01:05:27.248726,2023-07-06 07:12:48.023906,481.8497115812481
ав 760 Й3,2023-07-25 23:35:38.215909,2023-07-26 05:39:02.820744,454.39391134247137
ав 760 Й1,2023-07-18 18:39:54.165671,2023-07-19 01:02:01.330041,473.51792535032524
ав 760 Й3,2023-01-04 23:50:24.412479,2023-01-05 04:59:05.745737,521.9524519974767
ав 760 Й3,2023-06-06 05:55:19.486195,2023-06-06 11:20:53.126750,481.1223784102512
ав 760 Й3,2023-05-27 13:32:46.840305,2023-05-27 18:57:14.436949,472.13379210965076
ав 760 Й3,2023-11-07 08:25:41.137007,2023-11-07 13:35:22.777307,476.2325841784222
ав 760 Й3,2023-02-11 19:30:39.555729,2023-02-12 01:32:21.104452,512.8832190441202
ав 760 Й3,2023-04-28 18:40:39.727286,2023-04-29 01:05:48.163608,481.91683951396703
ав 760 Й3,2023-09-13 02:51:44.918915,2023-09-13 07:56:44.115252,498.1766472013734
ав 760 Й1,2023-05-24 01:03:01.778957,2023-05-24 07:52:06.391482,450.05640671568824
ав 760 Й3,2023-08-06 09:46:53.067278,2023-08-06 16:41:12.584017,503.31355671079103
ав 760 Й5,2023-02-12 12:14:53.300186,2023-02-12 18:24:28.167061,476.8723001523355
ав 760 Й3,2023-07-15 05:07:54.556502,2023-07-15 10:20:26.548595,526.9578766487072
ав 760 Й5,2023-02-21 14:10:09.622325,2023-02-21 19:24:11.405720,464.45461618581203
ав 760 Й5,2023-10-21 05:01:09.837786,2023-10-21 11:28:01.198279,494.47386542651105
ав 760 Й3,2023-08-30 21:15:38.580175,2023-08-31 03:44:42.586006,550.0052999937324
ав 760 Й5,2023-04-15 22:41:05.084397,2023-04-16 04:20:40.268960,518.1857177552375
ав 760 Й5,2023-12-20 06:46:20.415495,2023-12-20 00:19:55.714493,502.0273966904479
ав 760 Й1,2023-04-21 16:42:31.786001,2023-04-21 23:08:15.991703,512.6856804858015
ав 760 Й1,2023-05-22 14:14:22.082377,2023-05-22 19:58:02.180719,483.1160655363949
ав 760 Й5,2023-01-05 01:41:03.715204,2023-01-05 07:37:25.034074,484.2620095313419
ав 760 Й5,2023-03-18 13:37:16.144709,2023-03-18 19:36:02.736671,487.0601132455855
ав 760 Й3,2023-12-15 20:13:10.445900,2023-12-16 01:19:25.242360,504.385504889859
ав 760 Й3,2023-01-24 09:26:45.437461,2023-01-24 14:48:46.069175,502.38059225437786
ав 760 Й5,2023-07-27 11:38:14.395176,2023-07-27 17:49:46.895597,
ав 760 Й5,2023-09-17 03:16:03.566260,2023-09-16 21:59:56.308515,456.24014126776734
ав 760 Й5,2023-07-11 00:27:01.717497,2023-07-11 06:05:16.254698,523.8782014443545
ав 760 Й3,2023-06-28 16:59:25.272599,2023-06-28 23:05:17.868984,477.07127910105487
ав 760 Й1,2023-06-20 00:39:52.242423,2023-06-20 05:47:14.779766,509.7320328192698
ав 760 Й1,2023-10-29 22:15:52.138566,2023-10-30 04:40:11.426112,498.0100815763866
ав 760 Й3,2023-12-31 10:51:56.512697,2023-12-31 16:25:22.694832,490.5235985717591
ав 760 Й1,2023-05-01 22:20:53.345673,2023-05-02 04:04:27.422166,522.8633254401426
ав 760 Й1,2023-06-12 12:10:07.740806,2023-06-12 18:35:05.889315,467.205450811468
ав 760 Й1,2023-03-15 12:03:05.889612,2023-03-15 18:59:36.290257,513.5708543314747
ав 760 Й3,2023-01-09 21:49:38.704195,2023-01-10 02:57:42.822133,496.80956789707807
ав 760 Й1,2023-01-21 02:17:25.459992,2023-01-21 08:20:21.850561,468.3098789069373
ав 760 Й3,2023-06-12 08:26:17.305209,2023-06-12 14:15:38.517775,463.539802287421
ав 760 Й1,2023-03-21 15:45:41.311034,2023-03-21 22:32:52.947337,508.43080436565424
ав 760 Й3,2023-09-25 20:48:47.806052,2023-09-26 03:42:48.844783,526.7068168243811
ав 760 Й1,2023-12-26 06:19:40.925717,2023-12-26 11:19:44.719206,475.55244389940276
ав 760 Й1,2023-01-17 07:01:27.421344,2023-01-17 13:00:07.964409,517.7208327834359
ав 760 Й3,2023-01-14 18:11:05.483752,2023-01-15 00:45:39.912181,492.3049389767753
ав 760 Й1,2023-05-29 07:20:28.084610,2023-05-29 13:39:16.601829,504.646528171313
ав 760 Й5,2023-09-07 23:48:09.474515,2023-09-08 06:21:45.104718,471.74672696399307
ав 760 Й1,2023-02-17 20:39:24.968571,2023-02-18 02:23:10.474938,450.93603665941265
ав 760 Й3,2023-11-26 21:56:17.731466,2023-11-27 03:28:26.198745,516.8938172689969
ав 760 Й3,2023-01-07 18:27:46.059953,2023-01-07 23:45:12.201272,515.0184733567856
ав 760 Й3,2023-04-19 17:03:51.132454,2023-04-19 22:40:21.597410,500.78768628698555
ав 760 Й5,2023-08-20 13:08:22.490065,2023-08-20 19:57:48.520826,499.9504468320586
ав 760 Й5,2023-06-03 01:24:55.192030,2023-06-03 07:30:44.065310,466.63175218013345
ав 760 Й5,2023-02-10 02:06:48.250478,2023-02-10 07:52:24.263886,502.7399575428174
ав 760 Й3,2023-08-21 18:26:57.876247,2023-08-21 23:43:37.857556,533.5640724201611
ав 760 Й3,2023-02-02 07:41:07.188689,2023-02-02 12:41:48.812430,487.0192819024018
ав 760 Й1,2023-09-15 02:44:44.445125,2023-09-15 09:09:43.433058,529.386665128864
ав 760 Й3,2023-11-06 16:24:23.527740,2023-11-06 22:20:01.518212,486.8606831514255
ав 760 Й3,2023-06-13 02:08:53.365861,2023-06-13 08:17:01.943299,527.7840363836546
ав 760 Й1,2023-04-16 00:07:45.170532,2023-04-16 05:22:49.081190,467.7484398110836
ав 760 Й5,2023-08-17 01:12:52.537250,2023-08-17 06:21:04.556758,555.6612882536172
ав 760 Й3,2023-03-05 18:25:38.807320,2023-03-06 00:18:40.337906,547.5029781190108
ав 760 Й3,2023-09-10 01:16:50.896412,2023-09-10 07:20:48.848383,513.7364476602736
ав 760 Й1,2023-11-09 19:05:03.184723,2023-11-10 00:29:27.840630,448.94941296857485
ав 760 Й5,2023-02-05 09:15:10.519786,2023-02-05 15:40:41.997869,469.5893114993675
ав 760 Й5,2023-11-24 12:54:56.517932,2023-11-24 18:36:49.665389,502.6037967069971
ав 760 Й1,2023-03-19 20:17:42.961275,2023-03-19 15:14:25.595755,495.4398299360315
ав 760 Й5,2023-12-04 10:33:50.628150,2023-12-04 16:09:45.934308,529.2024981471353
ав 760 Й3,2023-10-21 03:59:25.767114,2023-10-21 09:31:32.855083,496.3351179839513
ав 760 Й1,2023-07-26 13:34:09.983113,2023-07-26 20:23:07.289710,495.49449969819466
ав 760 Й5,2023-02-14 05:10:26.213554,2023-02-14 11:51:48.773053,480.19896375391147
ав 760 Й1,2023-11-22 12:27:48.052024,2023-11-22 18:28:05.646871,494.68918230580886
ав 760 Й1,2023-06-01 03:11:54.892739,2023-06-01 08:28:40.593129,476.59137641223
ав 760 Й3,2023-04-30 07:28:06.296268,2023-04-30 14:10:53.744602,467.38970989152403
ав 760 Й1,2023-01-03 22:49:07.478929,2023-01-04 04:15:30.426761,497.3234451131357
ав 760 Й5,2023-06-25 10:17:03.879853,2023-06-25 16:12:47.245338,494.42362760626884
ав 760 Й3,2023-10-16 15:37:35.491389,2023-10-16 20:47:20.539922,488.5647310529235
ав 760 Й5,2023-02-16 15:45:58.100286,2023-02-16 22:15:01.811223,524.8570744199847
ав 760 Й1,2023-01-06 09:19:15.816138,2023-01-06 15:42:22.239698,520.1897656423763
ав 760 Й1,2023-10-14 07:43:11.694781,2023-10-14 13:23:43.482934,491.62473824889736
ав 760 Й3,2023-10-28 06:44:29.787123,2023-10-28 11:55:55.451612,533.4892136059968
ав 760 Й1,2023-02-28 04:14:22.637782,2023-02-28 10:31:05.596878,490.84615818811346
ав 760 Й3,2023-04-08 22:31:01.127286,2023-04-09 05:18:57.816917,535.9814692143619
ав 760 Й3,2023-07-02 16:18:18.298725,2023-07-02 22:29:55.685790,509.21277015143846
ав 760 Й1,2023-07-23 16:44:00.794012,2023-07-23 23:31:45.775347,524.0472198965376
ав 760 Й1,2023-06-05 20:56:41.799171,2023-06-06 02:07:24.129587,511.32715561678594
ав 760 Й5,2023-06-05 12:09:35.964555,2023-06-05 17:11:57.124030,505.50776503767037
ав 760 Й1,2023-06-25 17:20:05.535295,2023-06-26 00:04:45.242098,513.5227469312836
ав 760 Й3,2023-10-02 09:39:05.494909,2023-10-02 14:43:30.204259,520.9098171742928
ав 760 Й5,2023-10-27 15:51:44.659699,2023-10-27 21:16:44.372413,550.5373262755497
ав 760 Й5,2023-04-07 23:00:45.058404,2023-04-07 16:53:50.500536,476.6753501133634
ав 760 Й3,2023-11-09 01:03:19.789888,2023-11-09 07:22:07.719668,522.9307989398079
ав 760 Й1,2023-12-18 08:33:58.788250,2023-12-18 14:46:02.230578,480.5724413301017
ав 760 Й5,2023-04-07 13:15:07.233337,2023-04-07 20:14:51.754579,505.9675789949572
ав 760 Й1,2023-12-08 13:08:36.231699,2023-12-08 18:12:52.326284,530.5372737110185
ав 760 Й3,2023-04-15 09:42:03.893454,2023-04-15 16:27:16.770940,464.087958259373
ав 760 Й1,2023-02-19 16:14:43.735206,2023-02-19 21:16:04.318637,502.8644479456339
ав 760 Й1,2023-09-18 12:51:44.108536,2023-09-18 19:41:00.616095,490.1783631814214
ав 760 Й5,2023-04-22 06:18:00.556074,2023-04-22 12:01:36.794237,533.7817721643562
ав 760 Й5,2023-12-08 23:44:38.749257,2023-12-08 18:49:23.613706,477.85343126261796
ав 760 Й3,2023-04-13 07:18:33.019001,2023-04-13 13:06:51.980483,492.06823871378833
ав 760 Й5,2023-01-24 12:34:18.786047,2023-01-24 18:47:22.493753,492.5533012200664
ав 760 Й5,2023-11-02 11:36:39.082835,2023-11-02 16:51:01.974274,501.6405023893011
ав 760 Й1,2023-12-23 00:47:35.392271,2023-12-23 07:40:53.016062,516.7413995641614
ав 760 Й1,2023-02-03 01:12:17.392588,2023-02-03 07:57:22.341618,497.93089975146745
ав 760 Й3,2023-03-22 08:18:36.310489,2023-03-22 14:32:11.437772,517.9140982636657
ав 760 Й5,2023-04-19 03:52:03.222259,2023-04-19 09:21:23.324876,438.83908417434435
ав 760 Й1,2023-12-23 09:51:23.081806,2023-12-23 15:03:08.644075,457.52147516626985
ав 760 Й5,2023-08-07 15:23:44.567400,2023-08-07 21:58:13.825889,507.6912797792038
ав 760 Й5,2023-03-07 23:55:47.542270,2023-03-08 06:31:04.524724,515.6012565102925
ав 760 Й5,2023-09-30 13:09:38.803968,2023-09-30 19:51:32.275197,493.1466135230076
ав 760 Й1,2023-03-29 21:50:11.875187,2023-03-30 04:11:35.461579,468.2416081549087
ав 760 Й3,2023-11-21 11:49:42.874438,2023-11-21 16:51:10.787818,491.31467520976696
ав 760 Й3,2023-01-18 06:26:43.135134,2023-01-18 12:37:06.200510,468.4851002490857
ав 760 Й3,2023-08-22 01:49:14.769660,2023-08-22 08:43:51.938397,505.8749099111425
ав 760 Й1,2023-11-06 06:19:49.565987,2023-11-06 12:19:12.579799,448.88972759744587
ав 760 Й5,2023-11-17 10:09:16.893525,2023-11-17 16:13:03.856289,496.5026164012227
ав 760 Й3,2023-06-14 03:37:17.854987,2023-06-14 10:07:53.473213,482.6825679939489
ав 760 Й3,2023-03-23 01:04:59.075290,2023-03-23 07:22:52.862577,504.0235816559493
ав 760 Й1,2023-07-04 01:28:22.377320,2023-07-04 06:44:42.647167,499.5748752498378
ав 760 Й5,2023-12-14 14:55:52.565377,2023-12-14 20:47:52.100343,512.6812268392397
ав 760 Й5,2023-02-02 11:37:03.600532,2023-02-02 17:54:14.351046,489.23560826282966
ав 760 Й1,2023-09-19 23:29:12.054580,2023-09-20 05:30:02.792883,475.6732353700601
